alarm_id,plant_id,equipment_id,alarm_timestamp,alarm_code,alarm_short_name,alarm_description,severity,duration_minutes,resolved_timestamp,operator_id
ALM000408,PLT004,GEN005,2024-09-17 09:08:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,189,2024-09-17 12:17:00,OPR002
ALM000409,PLT001,TRB001,2024-06-22 20:32:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,9,2024-06-22 20:41:00,OPR008
ALM000410,PLT005,GEN006,2024-02-04 18:25:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,451,2024-02-05 01:56:00,OPR008
ALM000411,PLT003,GEN004,2024-06-23 06:56:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,42,2024-06-23 07:38:00,OPR007
ALM000412,PLT002,GEN003,2024-01-22 13:47:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,196,2024-01-22 17:03:00,OPR010
ALM000413,PLT005,GEN006,2024-02-13 10:50:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,148,2024-02-13 13:18:00,OPR001
ALM000414,PLT002,TRB003,2024-08-10 04:18:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,234,2024-08-10 08:12:00,OPR006
ALM000415,PLT002,GEN003,2024-07-26 17:43:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,1,2024-07-26 17:44:00,OPR003
ALM000416,PLT005,GEN006,2024-02-21 22:18:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,13,2024-02-21 22:31:00,OPR006
ALM000417,PLT003,GEN004,2024-02-07 03:51:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,377,2024-02-07 10:08:00,OPR008
ALM000418,PLT003,GEN004,2024-09-20 06:36:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,342,2024-09-20 12:18:00,OPR009
ALM000419,PLT002,TRB003,2024-08-13 00:37:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,465,2024-08-13 08:22:00,OPR006
ALM000420,PLT004,GEN005,2024-03-11 22:38:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,6,2024-03-11 22:44:00,OPR007
ALM000421,PLT004,TRB005,2024-01-02 16:20:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,166,2024-01-02 19:06:00,OPR005
ALM000422,PLT003,TRB004,2024-06-02 08:37:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,4,2024-06-02 08:41:00,OPR008
ALM000423,PLT003,GEN004,2024-12-20 17:32:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,458,2024-12-21 01:10:00,OPR008
ALM000424,PLT004,TRB005,2024-10-24 03:27:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,299,2024-10-24 08:26:00,OPR008
ALM000425,PLT001,GEN001,2024-12-25 12:47:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,360,2024-12-25 18:47:00,OPR003
ALM000426,PLT005,GEN006,2024-07-22 07:45:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,112,2024-07-22 09:37:00,OPR006
ALM000427,PLT001,GEN002,2024-07-26 08:29:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,414,2024-07-26 15:23:00,OPR008
ALM000428,PLT005,TRB006,2024-12-29 13:51:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,235,2024-12-29 17:46:00,OPR007
ALM000429,PLT004,TRB005,2024-08-21 05:03:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,324,2024-08-21 10:27:00,OPR011
ALM000430,PLT001,TRB002,2024-12-19 03:39:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,122,2024-12-19 05:41:00,OPR010
ALM000431,PLT001,TRB002,2024-01-12 02:50:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,395,2024-01-12 09:25:00,OPR005
ALM000432,PLT003,TRB004,2024-08-09 04:18:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,471,2024-08-09 12:09:00,OPR005
ALM000433,PLT003,TRB004,2024-11-12 01:14:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,241,2024-11-12 05:15:00,OPR003
ALM000434,PLT002,GEN003,2024-03-23 09:09:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,418,2024-03-23 16:07:00,OPR005
ALM000435,PLT002,TRB003,2024-07-23 18:26:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,353,2024-07-24 00:19:00,OPR011
ALM000436,PLT001,GEN001,2024-10-14 04:51:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,105,2024-10-14 06:36:00,OPR001
ALM000437,PLT001,GEN002,2024-10-17 19:11:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,351,2024-10-18 01:02:00,OPR009
ALM000438,PLT003,GEN004,2024-10-23 10:59:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,174,2024-10-23 13:53:00,OPR006
ALM000439,PLT004,GEN005,2024-03-15 12:00:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,439,2024-03-15 19:19:00,OPR011
ALM000440,PLT005,TRB006,2024-07-08 19:29:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,361,2024-07-09 01:30:00,OPR001
ALM000441,PLT001,TRB001,2024-09-15 01:53:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,443,2024-09-15 09:16:00,OPR005
ALM000442,PLT004,GEN005,2024-06-30 02:23:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,268,2024-06-30 06:51:00,OPR005
ALM000443,PLT005,TRB006,2024-09-16 22:04:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,456,2024-09-17 05:40:00,OPR003
ALM000444,PLT001,TRB002,2024-03-24 10:51:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,386,2024-03-24 17:17:00,OPR009
ALM000445,PLT001,TRB001,2024-02-24 13:32:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,291,2024-02-24 18:23:00,OPR006
ALM000446,PLT001,GEN002,2024-08-14 06:55:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,57,2024-08-14 07:52:00,OPR004
ALM000447,PLT002,GEN003,2024-06-17 11:08:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,290,2024-06-17 15:58:00,OPR008
ALM000448,PLT003,TRB004,2024-07-29 15:29:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,2,2024-07-29 15:31:00,OPR011
ALM000449,PLT005,TRB006,2024-04-09 06:54:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,454,2024-04-09 14:28:00,OPR012
ALM000450,PLT004,TRB005,2024-09-28 23:50:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,33,2024-09-29 00:23:00,OPR009
ALM000451,PLT005,GEN006,2024-09-11 20:37:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,160,2024-09-11 23:17:00,OPR008
ALM000452,PLT002,TRB003,2024-03-09 18:05:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,377,2024-03-10 00:22:00,OPR008
ALM000453,PLT004,GEN005,2024-10-03 12:14:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,425,2024-10-03 19:19:00,OPR010
ALM000454,PLT002,GEN003,2024-07-22 18:50:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,418,2024-07-23 01:48:00,OPR011
ALM000455,PLT005,GEN006,2024-03-04 03:10:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,148,2024-03-04 05:38:00,OPR011
ALM000456,PLT001,GEN002,2024-11-30 08:15:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,206,2024-11-30 11:41:00,OPR007
ALM000457,PLT005,GEN006,2024-01-10 09:07:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,55,2024-01-10 10:02:00,OPR009
ALM000458,PLT003,TRB004,2024-08-04 08:08:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,118,2024-08-04 10:06:00,OPR002
ALM000459,PLT004,GEN005,2024-12-18 03:39:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,428,2024-12-18 10:47:00,OPR007
ALM000460,PLT002,GEN003,2024-12-15 23:05:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,13,2024-12-15 23:18:00,OPR001
ALM000461,PLT005,GEN006,2024-12-17 18:33:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,203,2024-12-17 21:56:00,OPR001
ALM000462,PLT004,GEN005,2024-10-04 02:10:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,147,2024-10-04 04:37:00,OPR001
ALM000463,PLT003,GEN004,2024-07-16 17:08:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,355,2024-07-16 23:03:00,OPR011
ALM000464,PLT003,TRB004,2024-06-20 02:25:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,28,2024-06-20 02:53:00,OPR007
ALM000465,PLT001,GEN001,2024-12-02 06:55:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,169,2024-12-02 09:44:00,OPR002
ALM000466,PLT005,GEN006,2024-04-23 01:00:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,318,2024-04-23 06:18:00,OPR008
ALM000467,PLT003,GEN004,2024-03-08 08:33:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,120,2024-03-08 10:33:00,OPR005
ALM000468,PLT005,TRB006,2024-02-11 09:23:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,10,2024-02-11 09:33:00,OPR007
ALM000469,PLT003,GEN004,2024-04-19 09:45:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,443,2024-04-19 17:08:00,OPR010
ALM000470,PLT003,GEN004,2024-05-21 00:06:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,117,2024-05-21 02:03:00,OPR009
ALM000471,PLT003,GEN004,2024-08-03 16:57:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,459,2024-08-04 00:36:00,OPR005
ALM000472,PLT005,TRB006,2024-12-06 04:59:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,426,2024-12-06 12:05:00,OPR003
ALM000473,PLT005,TRB006,2024-09-20 15:18:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,327,2024-09-20 20:45:00,OPR004
ALM000474,PLT002,TRB003,2024-03-25 20:39:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,9,2024-03-25 20:48:00,OPR011
ALM000475,PLT002,GEN003,2024-11-26 10:05:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,51,2024-11-26 10:56:00,OPR005
ALM000476,PLT001,GEN002,2024-01-27 00:48:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,349,2024-01-27 06:37:00,OPR001
ALM000477,PLT004,GEN005,2024-08-27 22:59:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,427,2024-08-28 06:06:00,OPR002
ALM000478,PLT005,TRB006,2024-01-18 21:06:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,36,2024-01-18 21:42:00,OPR002
ALM000479,PLT004,TRB005,2024-12-19 01:47:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,180,2024-12-19 04:47:00,OPR006
ALM000480,PLT004,GEN005,2024-10-31 22:37:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,337,2024-11-01 04:14:00,OPR001
ALM000481,PLT002,GEN003,2024-11-10 15:47:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,435,2024-11-10 23:02:00,OPR001
ALM000482,PLT003,TRB004,2024-02-18 00:54:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,448,2024-02-18 08:22:00,OPR006
ALM000483,PLT004,TRB005,2024-02-21 19:42:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,327,2024-02-22 01:09:00,OPR010
ALM000484,PLT005,GEN006,2024-03-26 11:55:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,130,2024-03-26 14:05:00,OPR008
ALM000485,PLT001,GEN002,2024-07-05 19:57:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,472,2024-07-06 03:49:00,OPR010
ALM000486,PLT003,GEN004,2024-03-06 21:23:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,52,2024-03-06 22:15:00,OPR003
ALM000487,PLT001,TRB002,2024-10-08 13:40:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,404,2024-10-08 20:24:00,OPR006
ALM000488,PLT003,TRB004,2024-09-02 01:06:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,317,2024-09-02 06:23:00,OPR005
ALM000489,PLT002,TRB003,2024-11-17 17:19:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,229,2024-11-17 21:08:00,OPR002
ALM000490,PLT004,TRB005,2024-05-12 03:20:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,56,2024-05-12 04:16:00,OPR004
ALM000491,PLT004,TRB005,2024-06-06 01:12:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,219,2024-06-06 04:51:00,OPR001
ALM000492,PLT001,TRB002,2024-11-27 16:11:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,236,2024-11-27 20:07:00,OPR001
ALM000493,PLT005,TRB006,2024-08-06 01:10:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,471,2024-08-06 09:01:00,OPR011
ALM000494,PLT003,TRB004,2024-12-18 12:15:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,418,2024-12-18 19:13:00,OPR012
ALM000495,PLT003,GEN004,2024-10-29 11:21:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,83,2024-10-29 12:44:00,OPR010
ALM000496,PLT005,TRB006,2024-01-30 12:08:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,408,2024-01-30 18:56:00,OPR010
ALM000497,PLT001,GEN002,2024-09-03 01:34:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,4,2024-09-03 01:38:00,OPR003
ALM000498,PLT002,GEN003,2024-06-30 00:35:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,100,2024-06-30 02:15:00,OPR011
ALM000499,PLT003,TRB004,2024-02-13 15:02:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,160,2024-02-13 17:42:00,OPR008
ALM000500,PLT004,GEN005,2024-01-07 07:55:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,335,2024-01-07 13:30:00,OPR009
ALM000501,PLT001,GEN002,2024-07-11 00:12:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,74,2024-07-11 01:26:00,OPR007
ALM000502,PLT001,TRB002,2024-05-13 06:14:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,232,2024-05-13 10:06:00,OPR005
ALM000503,PLT005,GEN006,2024-09-16 16:51:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,10,2024-09-16 17:01:00,OPR007
ALM000504,PLT005,TRB006,2024-04-25 08:30:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,24,2024-04-25 08:54:00,OPR008
ALM000505,PLT002,GEN003,2024-04-03 10:39:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,10,2024-04-03 10:49:00,OPR010
ALM000506,PLT004,GEN005,2024-03-08 01:21:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,14,2024-03-08 01:35:00,OPR011
ALM000507,PLT003,TRB004,2024-09-04 04:32:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,3,2024-09-04 04:35:00,OPR004
ALM000508,PLT004,TRB005,2024-06-21 05:12:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,453,2024-06-21 12:45:00,OPR004
ALM000509,PLT005,TRB006,2024-03-11 20:43:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,8,2024-03-11 20:51:00,OPR012
ALM000510,PLT004,TRB005,2024-10-11 15:16:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,469,2024-10-11 23:05:00,OPR009
ALM000511,PLT005,TRB006,2024-05-04 03:50:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,99,2024-05-04 05:29:00,OPR002
ALM000512,PLT005,GEN006,2024-03-11 07:03:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,224,2024-03-11 10:47:00,OPR011
ALM000513,PLT003,GEN004,2024-04-11 11:06:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,231,2024-04-11 14:57:00,OPR005
ALM000514,PLT005,GEN006,2024-07-18 17:19:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,324,2024-07-18 22:43:00,OPR007
ALM000515,PLT004,TRB005,2024-08-21 03:19:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,479,2024-08-21 11:18:00,OPR004
ALM000516,PLT005,GEN006,2024-12-03 13:07:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,334,2024-12-03 18:41:00,OPR008
ALM000517,PLT002,GEN003,2024-06-10 07:36:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,130,2024-06-10 09:46:00,OPR008
ALM000518,PLT004,TRB005,2024-02-02 07:14:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,368,2024-02-02 13:22:00,OPR004
ALM000519,PLT004,TRB005,2024-04-20 09:41:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,164,2024-04-20 12:25:00,OPR007
ALM000520,PLT003,GEN004,2024-02-09 20:05:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,176,2024-02-09 23:01:00,OPR004
ALM000521,PLT005,GEN006,2024-04-25 22:00:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,106,2024-04-25 23:46:00,OPR004
ALM000522,PLT003,TRB004,2024-01-06 09:54:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,13,2024-01-06 10:07:00,OPR007
ALM000523,PLT002,TRB003,2024-01-18 19:21:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,437,2024-01-19 02:38:00,OPR001
ALM000524,PLT001,GEN001,2024-09-01 10:23:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,330,2024-09-01 15:53:00,OPR012
ALM000525,PLT002,GEN003,2024-07-06 08:03:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,399,2024-07-06 14:42:00,OPR006
ALM000526,PLT004,TRB005,2024-05-07 13:15:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,89,2024-05-07 14:44:00,OPR005
ALM000527,PLT005,TRB006,2024-12-25 10:29:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,46,2024-12-25 11:15:00,OPR006
ALM000528,PLT005,GEN006,2024-12-19 18:38:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,2,2024-12-19 18:40:00,OPR005
ALM000529,PLT005,TRB006,2024-01-30 08:26:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,42,2024-01-30 09:08:00,OPR007
ALM000530,PLT001,GEN002,2024-04-20 05:31:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,449,2024-04-20 13:00:00,OPR002
ALM000531,PLT003,GEN004,2024-02-13 17:20:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,201,2024-02-13 20:41:00,OPR004
ALM000532,PLT001,GEN002,2024-07-27 21:53:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,451,2024-07-28 05:24:00,OPR012
ALM000533,PLT004,TRB005,2024-02-19 05:07:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,413,2024-02-19 12:00:00,OPR003
ALM000534,PLT005,GEN006,2024-08-01 20:24:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,436,2024-08-02 03:40:00,OPR009
ALM000535,PLT002,GEN003,2024-07-13 02:08:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,374,2024-07-13 08:22:00,OPR004
ALM000536,PLT003,GEN004,2024-02-09 18:08:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,203,2024-02-09 21:31:00,OPR004
ALM000537,PLT002,TRB003,2024-10-24 01:27:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,464,2024-10-24 09:11:00,OPR011
ALM000538,PLT003,TRB004,2024-10-14 07:54:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,405,2024-10-14 14:39:00,OPR001
ALM000539,PLT001,GEN001,2024-04-23 09:58:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,9,2024-04-23 10:07:00,OPR002
ALM000540,PLT005,GEN006,2024-06-11 18:41:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,341,2024-06-12 00:22:00,OPR007
ALM000541,PLT001,GEN002,2024-05-16 23:48:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,293,2024-05-17 04:41:00,OPR001
ALM000542,PLT005,TRB006,2024-03-28 00:12:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,382,2024-03-28 06:34:00,OPR011
ALM000543,PLT001,TRB002,2024-04-21 23:27:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,420,2024-04-22 06:27:00,OPR004
ALM000544,PLT004,GEN005,2024-08-29 20:23:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,7,2024-08-29 20:30:00,OPR010
ALM000545,PLT004,GEN005,2024-04-02 01:37:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,478,2024-04-02 09:35:00,OPR006
ALM000546,PLT005,TRB006,2024-08-18 20:56:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,164,2024-08-18 23:40:00,OPR001
ALM000547,PLT003,GEN004,2024-06-13 23:56:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,7,2024-06-14 00:03:00,OPR008
ALM000548,PLT001,TRB001,2024-03-14 21:38:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,14,2024-03-14 21:52:00,OPR010
ALM000549,PLT005,GEN006,2024-11-11 21:04:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,209,2024-11-12 00:33:00,OPR006
ALM000550,PLT005,GEN006,2024-05-23 09:07:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,197,2024-05-23 12:24:00,OPR009
ALM000551,PLT004,TRB005,2024-04-02 11:53:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,227,2024-04-02 15:40:00,OPR004
ALM000552,PLT003,GEN004,2024-04-20 01:33:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,107,2024-04-20 03:20:00,OPR009
ALM000553,PLT005,TRB006,2024-05-17 22:37:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,380,2024-05-18 04:57:00,OPR001
ALM000554,PLT001,TRB001,2024-05-11 05:10:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,43,2024-05-11 05:53:00,OPR009
ALM000555,PLT003,TRB004,2024-04-17 21:00:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,243,2024-04-18 01:03:00,OPR005
ALM000556,PLT005,GEN006,2024-12-27 11:12:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,138,2024-12-27 13:30:00,OPR011
ALM000557,PLT001,TRB001,2024-12-08 14:41:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,150,2024-12-08 17:11:00,OPR010
ALM000558,PLT001,TRB002,2024-09-09 06:44:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,339,2024-09-09 12:23:00,OPR006
ALM000559,PLT005,GEN006,2024-10-03 01:19:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,458,2024-10-03 08:57:00,OPR007
ALM000560,PLT004,GEN005,2024-08-01 09:38:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,466,2024-08-01 17:24:00,OPR004
ALM000561,PLT002,GEN003,2024-07-11 09:51:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,305,2024-07-11 14:56:00,OPR010
ALM000562,PLT005,GEN006,2024-04-04 15:41:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,476,2024-04-04 23:37:00,OPR001
ALM000563,PLT001,GEN002,2024-04-24 19:52:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,258,2024-04-25 00:10:00,OPR011
ALM000564,PLT003,GEN004,2024-07-24 13:26:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,184,2024-07-24 16:30:00,OPR006
ALM000565,PLT002,GEN003,2024-04-24 01:15:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,147,2024-04-24 03:42:00,OPR007
ALM000566,PLT005,GEN006,2024-04-15 00:16:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,431,2024-04-15 07:27:00,OPR001
ALM000567,PLT001,TRB001,2024-04-18 12:22:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,423,2024-04-18 19:25:00,OPR011
ALM000568,PLT004,GEN005,2024-09-12 05:38:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,408,2024-09-12 12:26:00,OPR003
ALM000569,PLT004,GEN005,2024-02-06 22:08:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,13,2024-02-06 22:21:00,OPR009
ALM000570,PLT005,GEN006,2024-02-26 09:08:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,190,2024-02-26 12:18:00,OPR004
ALM000571,PLT002,GEN003,2024-03-27 17:54:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,223,2024-03-27 21:37:00,OPR010
ALM000572,PLT001,GEN002,2024-06-10 15:34:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,251,2024-06-10 19:45:00,OPR004
