reading_id,plant_id,reading_timestamp,mw_output,fuel_consumed_mscf,heat_rate_btu_kwh,load_factor_pct,frequency_hz,voltage_kv,status
RDG00001362,PLT002,2024-02-04 00:00:00,24.86,0.23,9252.0,80.18,50.06,11.041,PARTIAL_LOAD
RDG00001363,PLT003,2024-02-04 00:00:00,20.02,0.1882,9402.0,78.52,50.13,11.016,PARTIAL_LOAD
RDG00001364,PLT004,2024-02-04 00:00:00,26.63,0.2453,9213.0,80.7,49.99,10.96,PARTIAL_LOAD
RDG00001365,PLT005,2024-02-04 00:00:00,25.68,0.2408,9377.0,80.24,50.08,10.98,PARTIAL_LOAD
RDG00001366,PLT001,2024-02-04 03:00:00,47.43,0.4654,9813.0,81.78,50.05,11.04,PARTIAL_LOAD
RDG00001367,PLT002,2024-02-04 03:00:00,26.11,0.2507,9603.0,84.22,50.04,11.135,PARTIAL_LOAD
RDG00001368,PLT003,2024-02-04 03:00:00,20.4,0.1944,9527.0,80.02,50.01,10.717,PARTIAL_LOAD
RDG00001369,PLT004,2024-02-04 03:00:00,26.08,0.2475,9490.0,79.02,49.91,11.033,PARTIAL_LOAD
RDG00001370,PLT005,2024-02-04 03:00:00,24.74,0.233,9419.0,77.31,49.94,10.766,PARTIAL_LOAD
RDG00001371,PLT001,2024-02-04 06:00:00,53.46,0.5076,9495.0,92.17,49.95,10.717,PARTIAL_LOAD
RDG00001372,PLT002,2024-02-04 06:00:00,26.22,0.2521,9614.0,84.58,50.15,11.053,PARTIAL_LOAD
RDG00001373,PLT003,2024-02-04 06:00:00,22.3,0.2079,9323.0,87.47,50.13,11.101,PARTIAL_LOAD
RDG00001374,PLT004,2024-02-04 06:00:00,29.0,0.2792,9626.0,87.87,50.02,10.891,PARTIAL_LOAD
RDG00001375,PLT005,2024-02-04 06:00:00,27.93,0.2727,9764.0,87.29,49.83,11.315,PARTIAL_LOAD
RDG00001376,PLT001,2024-02-04 09:00:00,54.57,0.5135,9410.0,94.08,49.78,11.142,PARTIAL_LOAD
RDG00001377,PLT002,2024-02-04 09:00:00,29.87,0.2825,9458.0,96.36,50.0,10.812,FULL_LOAD
RDG00001378,PLT003,2024-02-04 09:00:00,23.55,0.2296,9748.0,92.37,50.04,11.064,PARTIAL_LOAD
RDG00001379,PLT004,2024-02-04 09:00:00,29.91,0.2769,9257.0,90.63,50.09,11.274,PARTIAL_LOAD
RDG00001380,PLT005,2024-02-04 09:00:00,28.56,0.2713,9501.0,89.25,49.9,11.028,PARTIAL_LOAD
RDG00001381,PLT001,2024-02-04 12:00:00,55.11,0.5262,9548.0,95.02,50.05,11.047,FULL_LOAD
RDG00001382,PLT002,2024-02-04 12:00:00,31.0,0.2962,9556.0,100.0,49.89,10.952,FULL_LOAD
RDG00001383,PLT003,2024-02-04 12:00:00,24.09,0.2303,9558.0,94.47,50.15,10.913,PARTIAL_LOAD
RDG00001384,PLT004,2024-02-04 12:00:00,32.14,0.3055,9504.0,97.41,50.03,11.186,FULL_LOAD
RDG00001385,PLT005,2024-02-04 12:00:00,32.0,0.3026,9455.0,100.0,50.18,10.929,FULL_LOAD
RDG00001386,PLT001,2024-02-04 15:00:00,54.11,0.5135,9490.0,93.3,50.0,10.882,PARTIAL_LOAD
RDG00001387,PLT002,2024-02-04 15:00:00,30.51,0.2981,9771.0,98.42,50.08,10.771,FULL_LOAD
RDG00001388,PLT003,2024-02-04 15:00:00,23.87,0.2235,9365.0,93.61,49.94,11.258,PARTIAL_LOAD
RDG00001389,PLT004,2024-02-04 15:00:00,32.01,0.3073,9599.0,97.01,50.25,11.178,FULL_LOAD
RDG00001390,PLT005,2024-02-04 15:00:00,32.0,0.315,9844.0,100.0,49.98,11.014,FULL_LOAD
RDG00001391,PLT001,2024-02-04 18:00:00,50.23,0.4664,9285.0,86.6,50.1,11.146,PARTIAL_LOAD
RDG00001392,PLT002,2024-02-04 18:00:00,26.32,0.2516,9558.0,84.9,49.94,10.977,PARTIAL_LOAD
RDG00001393,PLT003,2024-02-04 18:00:00,23.44,0.2227,9502.0,91.93,49.94,11.028,PARTIAL_LOAD
RDG00001394,PLT004,2024-02-04 18:00:00,30.62,0.2931,9572.0,92.8,49.97,11.04,PARTIAL_LOAD
RDG00001395,PLT005,2024-02-04 18:00:00,28.72,0.2753,9587.0,89.74,50.11,10.972,PARTIAL_LOAD
RDG00001396,PLT001,2024-02-04 21:00:00,44.45,0.4252,9565.0,76.63,50.05,10.838,PARTIAL_LOAD
RDG00001397,PLT002,2024-02-04 21:00:00,25.87,0.2493,9635.0,83.46,50.03,11.335,PARTIAL_LOAD
RDG00001398,PLT003,2024-02-04 21:00:00,19.54,0.1794,9182.0,76.63,49.97,11.073,PARTIAL_LOAD
RDG00001399,PLT004,2024-02-04 21:00:00,25.45,0.2512,9871.0,77.12,50.02,11.018,PARTIAL_LOAD
RDG00001400,PLT005,2024-02-04 21:00:00,24.52,0.233,9501.0,76.63,50.04,11.132,PARTIAL_LOAD
RDG00001401,PLT001,2024-02-05 00:00:00,0.0,0.0,0.0,0.0,50.25,10.921,OFFLINE
RDG00001402,PLT002,2024-02-05 00:00:00,25.37,0.2461,9702.0,81.84,49.98,10.903,PARTIAL_LOAD
RDG00001403,PLT003,2024-02-05 00:00:00,18.91,0.1803,9532.0,74.17,50.05,11.115,PARTIAL_LOAD
RDG00001404,PLT004,2024-02-05 00:00:00,25.93,0.2478,9556.0,78.57,49.96,10.945,PARTIAL_LOAD
RDG00001405,PLT005,2024-02-05 00:00:00,25.16,0.2369,9417.0,78.63,49.81,10.979,PARTIAL_LOAD
RDG00001406,PLT001,2024-02-05 03:00:00,49.35,0.4858,9843.0,85.09,49.95,11.037,PARTIAL_LOAD
RDG00001407,PLT002,2024-02-05 03:00:00,24.72,0.2319,9381.0,79.73,49.84,11.206,PARTIAL_LOAD
RDG00001408,PLT003,2024-02-05 03:00:00,20.8,0.1958,9412.0,81.58,50.04,11.044,PARTIAL_LOAD
RDG00001409,PLT004,2024-02-05 03:00:00,27.6,0.2608,9448.0,83.64,50.17,11.23,PARTIAL_LOAD
RDG00001410,PLT005,2024-02-05 03:00:00,27.68,0.2573,9295.0,86.51,50.05,11.166,PARTIAL_LOAD
RDG00001411,PLT001,2024-02-05 06:00:00,48.91,0.456,9323.0,84.33,49.96,10.89,PARTIAL_LOAD
RDG00001412,PLT002,2024-02-05 06:00:00,27.63,0.2578,9331.0,89.14,50.13,10.889,PARTIAL_LOAD
RDG00001413,PLT003,2024-02-05 06:00:00,23.71,0.2217,9351.0,92.99,50.01,11.005,PARTIAL_LOAD
RDG00001414,PLT004,2024-02-05 06:00:00,29.55,0.2794,9454.0,89.55,49.96,11.135,PARTIAL_LOAD
RDG00001415,PLT005,2024-02-05 06:00:00,27.86,0.2551,9155.0,87.06,50.12,11.081,PARTIAL_LOAD
RDG00001416,PLT001,2024-02-05 09:00:00,56.5,0.5344,9459.0,97.42,50.06,10.997,FULL_LOAD
RDG00001417,PLT002,2024-02-05 09:00:00,28.86,0.2775,9616.0,93.1,49.96,10.855,PARTIAL_LOAD
RDG00001418,PLT003,2024-02-05 09:00:00,24.43,0.2279,9327.0,95.8,49.96,10.907,FULL_LOAD
RDG00001419,PLT004,2024-02-05 09:00:00,30.36,0.2919,9615.0,92.0,49.82,10.944,PARTIAL_LOAD
RDG00001420,PLT005,2024-02-05 09:00:00,29.47,0.2851,9675.0,92.11,49.86,10.892,PARTIAL_LOAD
RDG00001421,PLT001,2024-02-05 12:00:00,56.81,0.522,9188.0,97.95,50.32,11.009,FULL_LOAD
RDG00001422,PLT002,2024-02-05 12:00:00,31.0,0.2954,9528.0,100.0,50.03,10.975,FULL_LOAD
RDG00001423,PLT003,2024-02-05 12:00:00,24.12,0.2367,9815.0,94.59,50.04,10.886,PARTIAL_LOAD
RDG00001424,PLT004,2024-02-05 12:00:00,33.0,0.3237,9808.0,100.0,50.06,10.942,FULL_LOAD
RDG00001425,PLT005,2024-02-05 12:00:00,31.51,0.2975,9440.0,98.48,50.15,10.945,FULL_LOAD
RDG00001426,PLT001,2024-02-05 15:00:00,54.85,0.5228,9532.0,94.57,49.89,11.168,PARTIAL_LOAD
RDG00001427,PLT002,2024-02-05 15:00:00,29.28,0.2762,9433.0,94.46,50.02,10.973,PARTIAL_LOAD
RDG00001428,PLT003,2024-02-05 15:00:00,24.04,0.2298,9561.0,94.26,49.83,10.884,PARTIAL_LOAD
RDG00001429,PLT004,2024-02-05 15:00:00,31.74,0.3048,9603.0,96.19,50.0,10.768,FULL_LOAD
RDG00001430,PLT005,2024-02-05 15:00:00,30.12,0.292,9696.0,94.13,50.03,10.773,PARTIAL_LOAD
RDG00001431,PLT001,2024-02-05 18:00:00,50.81,0.4884,9613.0,87.6,50.16,11.05,PARTIAL_LOAD
RDG00001432,PLT002,2024-02-05 18:00:00,27.14,0.2578,9499.0,87.56,49.91,10.723,PARTIAL_LOAD
RDG00001433,PLT003,2024-02-05 18:00:00,21.08,0.1976,9374.0,82.68,49.84,10.997,PARTIAL_LOAD
RDG00001434,PLT004,2024-02-05 18:00:00,28.53,0.2726,9554.0,86.45,49.73,10.944,PARTIAL_LOAD
RDG00001435,PLT005,2024-02-05 18:00:00,28.63,0.2748,9598.0,89.46,50.01,11.094,PARTIAL_LOAD
RDG00001436,PLT001,2024-02-05 21:00:00,46.88,0.4334,9244.0,80.83,50.05,10.846,PARTIAL_LOAD
RDG00001437,PLT002,2024-02-05 21:00:00,24.57,0.2399,9764.0,79.27,50.09,11.233,PARTIAL_LOAD
RDG00001438,PLT003,2024-02-05 21:00:00,20.33,0.191,9395.0,79.73,50.12,11.096,PARTIAL_LOAD
RDG00001439,PLT004,2024-02-05 21:00:00,26.84,0.2539,9461.0,81.34,49.96,10.986,PARTIAL_LOAD
RDG00001440,PLT005,2024-02-05 21:00:00,24.57,0.2287,9307.0,76.8,49.86,10.932,PARTIAL_LOAD
RDG00001441,PLT001,2024-02-06 00:00:00,46.59,0.4441,9532.0,80.33,49.88,10.923,PARTIAL_LOAD
RDG00001442,PLT002,2024-02-06 00:00:00,24.25,0.2289,9441.0,78.23,50.01,10.993,PARTIAL_LOAD
RDG00001443,PLT003,2024-02-06 00:00:00,19.5,0.1877,9628.0,76.48,50.06,11.236,PARTIAL_LOAD
RDG00001444,PLT004,2024-02-06 00:00:00,25.33,0.2271,8966.0,76.77,50.08,11.088,PARTIAL_LOAD
RDG00001445,PLT005,2024-02-06 00:00:00,24.94,0.2346,9408.0,77.93,50.08,11.162,PARTIAL_LOAD
RDG00001446,PLT001,2024-02-06 03:00:00,45.23,0.4378,9679.0,77.99,49.99,11.083,PARTIAL_LOAD
RDG00001447,PLT002,2024-02-06 03:00:00,23.2,0.2226,9596.0,74.85,49.96,10.694,PARTIAL_LOAD
RDG00001448,PLT003,2024-02-06 03:00:00,21.03,0.194,9227.0,82.47,50.14,11.327,PARTIAL_LOAD
RDG00001449,PLT004,2024-02-06 03:00:00,25.12,0.2378,9467.0,76.11,50.08,10.942,PARTIAL_LOAD
RDG00001450,PLT005,2024-02-06 03:00:00,26.09,0.2432,9322.0,81.53,50.07,10.875,PARTIAL_LOAD
RDG00001451,PLT001,2024-02-06 06:00:00,53.36,0.4952,9281.0,92.0,50.04,11.199,PARTIAL_LOAD
RDG00001452,PLT002,2024-02-06 06:00:00,27.76,0.2652,9552.0,89.54,49.82,11.004,PARTIAL_LOAD
RDG00001453,PLT003,2024-02-06 06:00:00,23.41,0.2298,9816.0,91.79,50.17,10.949,PARTIAL_LOAD
RDG00001454,PLT004,2024-02-06 06:00:00,29.42,0.2808,9546.0,89.14,50.05,10.964,PARTIAL_LOAD
RDG00001455,PLT005,2024-02-06 06:00:00,27.99,0.2711,9687.0,87.46,50.07,11.233,PARTIAL_LOAD
RDG00001456,PLT001,2024-02-06 09:00:00,55.04,0.5353,9726.0,94.9,50.1,10.848,PARTIAL_LOAD
RDG00001457,PLT002,2024-02-06 09:00:00,29.78,0.2853,9579.0,96.05,50.19,11.073,FULL_LOAD
RDG00001458,PLT003,2024-02-06 09:00:00,23.02,0.224,9730.0,90.26,50.07,11.104,PARTIAL_LOAD
RDG00001459,PLT004,2024-02-06 09:00:00,32.74,0.2977,9092.0,99.22,49.95,10.838,FULL_LOAD
RDG00001460,PLT005,2024-02-06 09:00:00,30.26,0.2998,9907.0,94.58,49.9,10.852,PARTIAL_LOAD
RDG00001461,PLT001,2024-02-06 12:00:00,56.77,0.5308,9350.0,97.87,50.2,11.015,FULL_LOAD
RDG00001462,PLT002,2024-02-06 12:00:00,30.24,0.2907,9614.0,97.56,50.09,11.066,FULL_LOAD
RDG00001463,PLT003,2024-02-06 12:00:00,24.66,0.2348,9521.0,96.71,49.87,10.749,FULL_LOAD
RDG00001464,PLT004,2024-02-06 12:00:00,31.93,0.3039,9519.0,96.76,50.2,10.832,FULL_LOAD
RDG00001465,PLT005,2024-02-06 12:00:00,31.43,0.2944,9367.0,98.23,49.86,11.459,FULL_LOAD
RDG00001466,PLT001,2024-02-06 15:00:00,52.44,0.4996,9527.0,90.42,50.0,11.041,PARTIAL_LOAD
RDG00001467,PLT002,2024-02-06 15:00:00,30.06,0.2912,9687.0,96.96,49.99,11.034,FULL_LOAD
RDG00001468,PLT003,2024-02-06 15:00:00,23.64,0.2218,9384.0,92.71,49.93,11.122,PARTIAL_LOAD
RDG00001469,PLT004,2024-02-06 15:00:00,31.05,0.2953,9511.0,94.08,50.15,10.933,PARTIAL_LOAD
RDG00001470,PLT005,2024-02-06 15:00:00,30.25,0.2959,9782.0,94.54,50.09,11.064,PARTIAL_LOAD
RDG00001471,PLT001,2024-02-06 18:00:00,50.22,0.4922,9801.0,86.58,49.85,10.965,PARTIAL_LOAD
RDG00001472,PLT002,2024-02-06 18:00:00,27.18,0.2684,9876.0,87.66,50.07,10.92,PARTIAL_LOAD
RDG00001473,PLT003,2024-02-06 18:00:00,22.45,0.2106,9380.0,88.04,49.9,11.083,PARTIAL_LOAD
RDG00001474,PLT004,2024-02-06 18:00:00,28.82,0.2706,9390.0,87.33,49.91,11.182,PARTIAL_LOAD
RDG00001475,PLT005,2024-02-06 18:00:00,28.06,0.2671,9518.0,87.67,49.97,10.965,PARTIAL_LOAD
RDG00001476,PLT001,2024-02-06 21:00:00,45.75,0.4236,9259.0,78.88,50.24,10.97,PARTIAL_LOAD
RDG00001477,PLT002,2024-02-06 21:00:00,25.02,0.2295,9174.0,80.71,50.06,11.135,PARTIAL_LOAD
RDG00001478,PLT003,2024-02-06 21:00:00,21.56,0.2117,9820.0,84.53,50.1,10.971,PARTIAL_LOAD
RDG00001479,PLT004,2024-02-06 21:00:00,26.62,0.2528,9498.0,80.67,50.03,10.932,PARTIAL_LOAD
RDG00001480,PLT005,2024-02-06 21:00:00,23.49,0.227,9665.0,73.4,50.05,11.409,PARTIAL_LOAD
RDG00001481,PLT001,2024-02-07 00:00:00,43.32,0.4168,9621.0,74.69,49.93,11.097,PARTIAL_LOAD
RDG00001482,PLT002,2024-02-07 00:00:00,26.55,0.2481,9343.0,85.66,50.18,11.025,PARTIAL_LOAD
RDG00001483,PLT003,2024-02-07 00:00:00,21.51,0.2053,9543.0,84.36,50.1,10.828,PARTIAL_LOAD
RDG00001484,PLT004,2024-02-07 00:00:00,25.09,0.2339,9322.0,76.04,49.93,11.15,PARTIAL_LOAD
RDG00001485,PLT005,2024-02-07 00:00:00,23.34,0.2206,9451.0,72.95,50.05,11.142,PARTIAL_LOAD
RDG00001486,PLT001,2024-02-07 03:00:00,47.98,0.4674,9741.0,82.72,49.86,11.196,PARTIAL_LOAD
RDG00001487,PLT002,2024-02-07 03:00:00,24.71,0.2298,9301.0,79.72,49.83,10.766,PARTIAL_LOAD
RDG00001488,PLT003,2024-02-07 03:00:00,22.2,0.1995,8987.0,87.05,50.12,11.132,PARTIAL_LOAD
RDG00001489,PLT004,2024-02-07 03:00:00,25.95,0.243,9363.0,78.63,50.0,10.657,PARTIAL_LOAD
RDG00001490,PLT005,2024-02-07 03:00:00,26.74,0.2574,9627.0,83.56,50.08,11.025,PARTIAL_LOAD
RDG00001491,PLT001,2024-02-07 06:00:00,49.95,0.4779,9568.0,86.13,49.95,11.067,PARTIAL_LOAD
RDG00001492,PLT002,2024-02-07 06:00:00,26.81,0.2552,9520.0,86.48,50.09,10.92,PARTIAL_LOAD
RDG00001493,PLT003,2024-02-07 06:00:00,22.95,0.2116,9218.0,90.0,50.1,11.007,PARTIAL_LOAD
RDG00001494,PLT004,2024-02-07 06:00:00,29.17,0.2818,9661.0,88.4,49.98,11.285,PARTIAL_LOAD
RDG00001495,PLT005,2024-02-07 06:00:00,28.44,0.2645,9301.0,88.87,50.08,10.909,PARTIAL_LOAD
RDG00001496,PLT001,2024-02-07 09:00:00,56.14,0.5339,9511.0,96.79,50.08,10.746,FULL_LOAD
RDG00001497,PLT002,2024-02-07 09:00:00,28.79,0.2705,9394.0,92.88,50.07,10.995,PARTIAL_LOAD
RDG00001498,PLT003,2024-02-07 09:00:00,24.74,0.2345,9478.0,97.01,50.09,10.763,FULL_LOAD
RDG00001499,PLT004,2024-02-07 09:00:00,30.91,0.2921,9451.0,93.68,50.06,10.987,PARTIAL_LOAD
RDG00001500,PLT005,2024-02-07 09:00:00,31.38,0.2938,9363.0,98.06,50.15,11.158,FULL_LOAD
RDG00001501,PLT001,2024-02-07 12:00:00,54.38,0.5162,9492.0,93.76,50.08,10.824,PARTIAL_LOAD
RDG00001502,PLT002,2024-02-07 12:00:00,30.3,0.2955,9753.0,97.76,50.01,11.064,FULL_LOAD
RDG00001503,PLT003,2024-02-07 12:00:00,24.0,0.2306,9608.0,94.1,50.15,11.041,PARTIAL_LOAD
RDG00001504,PLT004,2024-02-07 12:00:00,32.69,0.3093,9461.0,99.07,50.0,10.921,FULL_LOAD
RDG00001505,PLT005,2024-02-07 12:00:00,30.06,0.288,9581.0,93.94,50.01,11.32,PARTIAL_LOAD
RDG00001506,PLT001,2024-02-07 15:00:00,54.52,0.5309,9737.0,93.99,50.03,10.741,PARTIAL_LOAD
RDG00001507,PLT002,2024-02-07 15:00:00,29.65,0.273,9209.0,95.63,50.13,10.916,FULL_LOAD
RDG00001508,PLT003,2024-02-07 15:00:00,23.59,0.2194,9299.0,92.52,49.87,11.051,PARTIAL_LOAD
RDG00001509,PLT004,2024-02-07 15:00:00,32.0,0.3073,9602.0,96.98,50.1,11.096,FULL_LOAD
RDG00001510,PLT005,2024-02-07 15:00:00,29.24,0.2863,9792.0,91.38,49.98,11.002,PARTIAL_LOAD
RDG00001511,PLT001,2024-02-07 18:00:00,54.98,0.5347,9726.0,94.79,49.96,10.866,PARTIAL_LOAD
RDG00001512,PLT002,2024-02-07 18:00:00,26.49,0.2623,9903.0,85.45,50.01,11.019,PARTIAL_LOAD
RDG00001513,PLT003,2024-02-07 18:00:00,22.87,0.2226,9733.0,89.68,50.27,11.08,PARTIAL_LOAD
RDG00001514,PLT004,2024-02-07 18:00:00,30.18,0.2864,9491.0,91.45,49.94,10.975,PARTIAL_LOAD
RDG00001515,PLT005,2024-02-07 18:00:00,28.05,0.2537,9044.0,87.64,50.02,11.006,PARTIAL_LOAD
RDG00001516,PLT001,2024-02-07 21:00:00,45.94,0.4361,9492.0,79.21,50.05,11.069,PARTIAL_LOAD
RDG00001517,PLT002,2024-02-07 21:00:00,24.78,0.2385,9625.0,79.94,50.07,10.956,PARTIAL_LOAD
RDG00001518,PLT003,2024-02-07 21:00:00,18.76,0.1793,9557.0,73.55,49.92,10.96,PARTIAL_LOAD
RDG00001519,PLT004,2024-02-07 21:00:00,26.67,0.2471,9266.0,80.82,49.95,11.058,PARTIAL_LOAD
RDG00001520,PLT005,2024-02-07 21:00:00,26.58,0.2597,9770.0,83.06,49.98,11.147,PARTIAL_LOAD
RDG00001521,PLT001,2024-02-08 00:00:00,42.67,0.3981,9329.0,73.57,50.07,10.642,PARTIAL_LOAD
RDG00001522,PLT002,2024-02-08 00:00:00,22.26,0.2122,9532.0,71.81,50.0,10.724,PARTIAL_LOAD
RDG00001523,PLT003,2024-02-08 00:00:00,19.14,0.1782,9309.0,75.06,49.91,10.941,PARTIAL_LOAD
RDG00001524,PLT004,2024-02-08 00:00:00,25.5,0.2409,9446.0,77.27,50.12,11.038,PARTIAL_LOAD
RDG00001525,PLT005,2024-02-08 00:00:00,24.28,0.2285,9413.0,75.86,49.84,10.693,PARTIAL_LOAD
RDG00001526,PLT001,2024-02-08 03:00:00,46.68,0.4453,9539.0,80.49,49.92,11.238,PARTIAL_LOAD
RDG00001527,PLT002,2024-02-08 03:00:00,24.86,0.2377,9561.0,80.2,49.88,11.188,PARTIAL_LOAD
RDG00001528,PLT003,2024-02-08 03:00:00,0.0,0.0,0.0,0.0,50.06,10.92,OFFLINE
RDG00001529,PLT004,2024-02-08 03:00:00,27.68,0.2687,9707.0,83.88,49.92,10.847,PARTIAL_LOAD
RDG00001530,PLT005,2024-02-08 03:00:00,26.76,0.2577,9629.0,83.61,50.05,10.758,PARTIAL_LOAD
RDG00001531,PLT001,2024-02-08 06:00:00,48.78,0.4818,9877.0,84.1,50.1,10.778,PARTIAL_LOAD
RDG00001532,PLT002,2024-02-08 06:00:00,28.02,0.2646,9443.0,90.38,50.06,11.057,PARTIAL_LOAD
RDG00001533,PLT003,2024-02-08 06:00:00,21.59,0.2031,9409.0,84.67,50.02,11.063,PARTIAL_LOAD
RDG00001534,PLT004,2024-02-08 06:00:00,29.81,0.2789,9355.0,90.35,49.96,10.817,PARTIAL_LOAD
RDG00001535,PLT005,2024-02-08 06:00:00,26.68,0.2572,9639.0,83.36,49.96,11.083,PARTIAL_LOAD
RDG00001536,PLT001,2024-02-08 09:00:00,53.66,0.5124,9549.0,92.52,49.99,10.965,PARTIAL_LOAD
RDG00001537,PLT002,2024-02-08 09:00:00,29.19,0.2803,9604.0,94.17,49.85,10.961,PARTIAL_LOAD
RDG00001538,PLT003,2024-02-08 09:00:00,25.5,0.2381,9337.0,100.0,49.97,10.886,FULL_LOAD
RDG00001539,PLT004,2024-02-08 09:00:00,30.73,0.2805,9127.0,93.13,50.05,11.075,PARTIAL_LOAD
RDG00001540,PLT005,2024-02-08 09:00:00,30.32,0.2869,9464.0,94.76,49.98,11.021,PARTIAL_LOAD
RDG00001541,PLT001,2024-02-08 12:00:00,56.91,0.533,9365.0,98.13,50.14,10.916,FULL_LOAD
RDG00001542,PLT002,2024-02-08 12:00:00,30.6,0.2955,9657.0,98.72,49.94,11.371,FULL_LOAD
RDG00001543,PLT003,2024-02-08 12:00:00,23.67,0.2274,9605.0,92.81,49.94,11.016,PARTIAL_LOAD
RDG00001544,PLT004,2024-02-08 12:00:00,31.87,0.3078,9659.0,96.58,50.04,10.792,FULL_LOAD
RDG00001545,PLT005,2024-02-08 12:00:00,30.22,0.2887,9552.0,94.43,50.05,10.924,PARTIAL_LOAD
RDG00001546,PLT001,2024-02-08 15:00:00,55.36,0.5264,9508.0,95.45,49.79,11.151,FULL_LOAD
RDG00001547,PLT002,2024-02-08 15:00:00,29.27,0.2832,9676.0,94.41,50.09,10.805,PARTIAL_LOAD
RDG00001548,PLT003,2024-02-08 15:00:00,23.71,0.2219,9359.0,93.0,50.15,11.018,PARTIAL_LOAD
RDG00001549,PLT004,2024-02-08 15:00:00,32.14,0.3125,9722.0,97.39,50.06,11.154,FULL_LOAD
RDG00001550,PLT005,2024-02-08 15:00:00,29.41,0.28,9522.0,91.92,50.04,11.052,PARTIAL_LOAD
RDG00001551,PLT001,2024-02-08 18:00:00,0.0,0.0,0.0,0.0,50.04,11.271,OFFLINE
RDG00001552,PLT002,2024-02-08 18:00:00,27.45,0.2632,9587.0,88.54,49.9,10.901,PARTIAL_LOAD
RDG00001553,PLT003,2024-02-08 18:00:00,23.25,0.2148,9237.0,91.19,49.94,11.025,PARTIAL_LOAD
RDG00001554,PLT004,2024-02-08 18:00:00,26.85,0.2547,9487.0,81.36,49.82,11.308,PARTIAL_LOAD
RDG00001555,PLT005,2024-02-08 18:00:00,28.94,0.2698,9323.0,90.43,50.03,11.112,PARTIAL_LOAD
RDG00001556,PLT001,2024-02-08 21:00:00,47.7,0.4602,9647.0,82.25,49.97,10.932,PARTIAL_LOAD
RDG00001557,PLT002,2024-02-08 21:00:00,26.18,0.2426,9268.0,84.46,50.05,10.94,PARTIAL_LOAD
RDG00001558,PLT003,2024-02-08 21:00:00,21.75,0.2078,9553.0,85.28,49.98,11.341,PARTIAL_LOAD
RDG00001559,PLT004,2024-02-08 21:00:00,27.62,0.2653,9607.0,83.68,49.88,10.998,PARTIAL_LOAD
RDG00001560,PLT005,2024-02-08 21:00:00,26.62,0.2543,9552.0,83.19,49.9,10.804,PARTIAL_LOAD
RDG00001561,PLT001,2024-02-09 00:00:00,43.96,0.421,9578.0,75.79,49.9,10.897,PARTIAL_LOAD
RDG00001562,PLT002,2024-02-09 00:00:00,23.19,0.2205,9509.0,74.8,49.85,10.699,PARTIAL_LOAD
RDG00001563,PLT003,2024-02-09 00:00:00,19.94,0.1907,9565.0,78.19,50.0,11.055,PARTIAL_LOAD
RDG00001564,PLT004,2024-02-09 00:00:00,26.31,0.2522,9585.0,79.73,49.98,10.854,PARTIAL_LOAD
RDG00001565,PLT005,2024-02-09 00:00:00,26.22,0.2542,9693.0,81.93,49.99,11.101,PARTIAL_LOAD
RDG00001566,PLT001,2024-02-09 03:00:00,47.3,0.4408,9320.0,81.55,49.87,10.861,PARTIAL_LOAD
RDG00001567,PLT002,2024-02-09 03:00:00,26.0,0.2504,9632.0,83.87,49.92,11.019,PARTIAL_LOAD
RDG00001568,PLT003,2024-02-09 03:00:00,21.11,0.1988,9418.0,82.77,50.06,11.041,PARTIAL_LOAD
RDG00001569,PLT004,2024-02-09 03:00:00,0.0,0.0,0.0,0.0,49.97,10.866,OFFLINE
RDG00001570,PLT005,2024-02-09 03:00:00,26.03,0.2471,9493.0,81.36,50.04,10.874,PARTIAL_LOAD
RDG00001571,PLT001,2024-02-09 06:00:00,47.96,0.4681,9760.0,82.7,49.97,10.887,PARTIAL_LOAD
RDG00001572,PLT002,2024-02-09 06:00:00,27.33,0.2626,9609.0,88.17,49.88,11.284,PARTIAL_LOAD
RDG00001573,PLT003,2024-02-09 06:00:00,22.35,0.2136,9556.0,87.66,50.05,11.106,PARTIAL_LOAD
RDG00001574,PLT004,2024-02-09 06:00:00,29.51,0.2711,9188.0,89.42,50.05,11.115,PARTIAL_LOAD
RDG00001575,PLT005,2024-02-09 06:00:00,28.11,0.2664,9478.0,87.85,50.01,10.858,PARTIAL_LOAD
RDG00001576,PLT001,2024-02-09 09:00:00,57.33,0.5481,9561.0,98.84,49.81,11.165,FULL_LOAD
RDG00001577,PLT002,2024-02-09 09:00:00,28.75,0.2695,9373.0,92.74,49.85,11.413,PARTIAL_LOAD
RDG00001578,PLT003,2024-02-09 09:00:00,24.52,0.2315,9440.0,96.15,49.95,10.888,FULL_LOAD
RDG00001579,PLT004,2024-02-09 09:00:00,31.38,0.3039,9686.0,95.1,49.98,10.997,FULL_LOAD
RDG00001580,PLT005,2024-02-09 09:00:00,29.79,0.2731,9166.0,93.1,49.8,11.162,PARTIAL_LOAD
RDG00001581,PLT001,2024-02-09 12:00:00,55.01,0.4962,9021.0,94.85,50.08,10.884,PARTIAL_LOAD
RDG00001582,PLT002,2024-02-09 12:00:00,30.26,0.2921,9652.0,97.6,49.94,10.584,FULL_LOAD
RDG00001583,PLT003,2024-02-09 12:00:00,25.5,0.2482,9734.0,100.0,50.03,10.886,FULL_LOAD
RDG00001584,PLT004,2024-02-09 12:00:00,33.0,0.2969,8996.0,100.0,50.07,11.033,FULL_LOAD
