delivery_id,plant_id,delivery_date,fuel_type,volume_mscf,unit_cost_usd_mscf,total_cost_usd,supplier,pipeline_segment
FUL00235,PLT005,2024-04-02,Natural Gas,1930.27,3.8514,7434.21,Ghana National Gas Company,Prestea RMS
FUL00236,PLT001,2024-04-04,Natural Gas,1452.16,4.2341,6148.57,Ghana National Gas Company,Prestea RMS
FUL00237,PLT002,2024-04-04,Natural Gas,1465.24,3.9655,5810.36,Ghana National Gas Company,Takoradi RMS
FUL00238,PLT003,2024-04-04,Natural Gas,1472.23,4.5239,6660.18,Ghana National Gas Company,Prestea RMS
FUL00239,PLT004,2024-04-04,Natural Gas,1734.53,4.3564,7556.34,Ghana National Gas Company,Takoradi RMS
FUL00240,PLT005,2024-04-04,Natural Gas,2170.77,4.4125,9578.47,Ghana National Gas Company,Prestea RMS
FUL00241,PLT001,2024-04-06,Natural Gas,1408.61,3.8047,5359.36,Ghana National Gas Company,Prestea RMS
FUL00242,PLT002,2024-04-06,Natural Gas,1362.81,4.4028,6000.15,Ghana National Gas Company,Takoradi RMS
FUL00243,PLT003,2024-04-06,Natural Gas,2165.52,4.5627,9880.71,Ghana National Gas Company,Prestea RMS
FUL00244,PLT004,2024-04-06,Natural Gas,1470.43,4.398,6466.97,Ghana National Gas Company,Takoradi RMS
FUL00245,PLT005,2024-04-06,Natural Gas,1673.81,4.2826,7168.26,Ghana National Gas Company,Prestea RMS
FUL00246,PLT001,2024-04-08,Natural Gas,1152.86,3.9755,4583.24,Ghana National Gas Company,Prestea RMS
FUL00247,PLT002,2024-04-08,Natural Gas,1497.34,3.8232,5724.66,Ghana National Gas Company,Takoradi RMS
FUL00248,PLT003,2024-04-08,Natural Gas,1337.81,4.3433,5810.53,Ghana National Gas Company,Prestea RMS
FUL00249,PLT004,2024-04-08,Natural Gas,1446.91,3.932,5689.3,Ghana National Gas Company,Takoradi RMS
FUL00250,PLT005,2024-04-08,Natural Gas,1547.82,3.9021,6039.75,Ghana National Gas Company,Prestea RMS
FUL00251,PLT001,2024-04-10,Natural Gas,1795.61,3.8216,6862.05,Ghana National Gas Company,Prestea RMS
FUL00252,PLT002,2024-04-10,Natural Gas,1430.43,4.2515,6081.49,Ghana National Gas Company,Takoradi RMS
FUL00253,PLT003,2024-04-10,Natural Gas,843.36,4.3142,3638.42,Ghana National Gas Company,Prestea RMS
FUL00254,PLT004,2024-04-10,Natural Gas,1017.12,4.1694,4240.74,Ghana National Gas Company,Takoradi RMS
FUL00255,PLT005,2024-04-10,Natural Gas,880.46,4.1033,3612.78,Ghana National Gas Company,Prestea RMS
FUL00256,PLT001,2024-04-12,Natural Gas,1138.66,4.0615,4624.64,Ghana National Gas Company,Prestea RMS
FUL00257,PLT002,2024-04-12,Natural Gas,2017.97,4.1033,8280.34,Ghana National Gas Company,Takoradi RMS
FUL00258,PLT003,2024-04-12,Natural Gas,2003.22,4.4655,8945.46,Ghana National Gas Company,Prestea RMS
FUL00259,PLT004,2024-04-12,Natural Gas,1203.63,3.8655,4652.66,Ghana National Gas Company,Takoradi RMS
FUL00260,PLT005,2024-04-12,Natural Gas,831.01,4.2315,3516.45,Ghana National Gas Company,Prestea RMS
FUL00261,PLT001,2024-04-14,Natural Gas,2399.85,4.08,9791.31,Ghana National Gas Company,Prestea RMS
FUL00262,PLT002,2024-04-14,Natural Gas,1840.23,4.425,8142.99,Ghana National Gas Company,Takoradi RMS
FUL00263,PLT003,2024-04-14,Natural Gas,1842.81,4.4034,8114.6,Ghana National Gas Company,Prestea RMS
FUL00264,PLT004,2024-04-14,Natural Gas,2319.38,3.9595,9183.56,Ghana National Gas Company,Takoradi RMS
FUL00265,PLT005,2024-04-14,Natural Gas,832.61,3.9219,3265.42,Ghana National Gas Company,Prestea RMS
FUL00266,PLT001,2024-04-16,Natural Gas,1001.95,4.3356,4344.02,Ghana National Gas Company,Prestea RMS
FUL00267,PLT002,2024-04-16,Natural Gas,1702.35,3.9744,6765.77,Ghana National Gas Company,Takoradi RMS
FUL00268,PLT003,2024-04-16,Natural Gas,1919.14,4.4135,8470.16,Ghana National Gas Company,Prestea RMS
FUL00269,PLT004,2024-04-16,Natural Gas,1068.46,4.2858,4579.2,Ghana National Gas Company,Takoradi RMS
FUL00270,PLT005,2024-04-16,Natural Gas,1996.68,3.8916,7770.33,Ghana National Gas Company,Prestea RMS
FUL00271,PLT001,2024-04-18,Natural Gas,2110.88,4.5718,9650.47,Ghana National Gas Company,Prestea RMS
FUL00272,PLT002,2024-04-18,Natural Gas,972.96,3.8205,3717.24,Ghana National Gas Company,Takoradi RMS
FUL00273,PLT003,2024-04-18,Natural Gas,1299.13,4.3419,5640.66,Ghana National Gas Company,Prestea RMS
FUL00274,PLT004,2024-04-18,Natural Gas,2333.08,4.1173,9606.05,Ghana National Gas Company,Takoradi RMS
FUL00275,PLT005,2024-04-18,Natural Gas,1944.02,3.8608,7505.47,Ghana National Gas Company,Prestea RMS
FUL00276,PLT001,2024-04-20,Natural Gas,1904.98,4.3018,8194.83,Ghana National Gas Company,Prestea RMS
FUL00277,PLT002,2024-04-20,Natural Gas,963.04,4.418,4254.7,Ghana National Gas Company,Takoradi RMS
FUL00278,PLT003,2024-04-20,Natural Gas,2160.47,4.2803,9247.52,Ghana National Gas Company,Prestea RMS
FUL00279,PLT004,2024-04-20,Natural Gas,993.69,4.5871,4558.13,Ghana National Gas Company,Takoradi RMS
FUL00280,PLT005,2024-04-20,Natural Gas,2052.22,4.0778,8368.47,Ghana National Gas Company,Prestea RMS
FUL00281,PLT001,2024-04-22,Natural Gas,1485.4,4.0965,6084.88,Ghana National Gas Company,Prestea RMS
FUL00282,PLT002,2024-04-22,Natural Gas,1609.54,4.073,6555.63,Ghana National Gas Company,Takoradi RMS
FUL00283,PLT003,2024-04-22,Natural Gas,2159.32,4.4579,9625.96,Ghana National Gas Company,Prestea RMS
FUL00284,PLT004,2024-04-22,Natural Gas,968.86,4.5686,4426.36,Ghana National Gas Company,Takoradi RMS
FUL00285,PLT005,2024-04-22,Natural Gas,1816.94,4.463,8108.94,Ghana National Gas Company,Prestea RMS
FUL00286,PLT001,2024-04-24,Natural Gas,1931.69,4.1484,8013.4,Ghana National Gas Company,Prestea RMS
FUL00287,PLT002,2024-04-24,Natural Gas,1974.07,4.5724,9026.2,Ghana National Gas Company,Takoradi RMS
FUL00288,PLT003,2024-04-24,Natural Gas,1232.13,4.4466,5478.74,Ghana National Gas Company,Prestea RMS
FUL00289,PLT004,2024-04-24,Natural Gas,1661.08,4.1868,6954.61,Ghana National Gas Company,Takoradi RMS
FUL00290,PLT005,2024-04-24,Natural Gas,1496.92,4.3848,6563.73,Ghana National Gas Company,Prestea RMS
FUL00291,PLT001,2024-04-26,Natural Gas,1229.43,4.4814,5509.53,Ghana National Gas Company,Prestea RMS
FUL00292,PLT002,2024-04-26,Natural Gas,2129.17,3.8693,8238.46,Ghana National Gas Company,Takoradi RMS
FUL00293,PLT003,2024-04-26,Natural Gas,2210.61,3.9951,8831.59,Ghana National Gas Company,Prestea RMS
FUL00294,PLT004,2024-04-26,Natural Gas,1543.53,4.2883,6619.07,Ghana National Gas Company,Takoradi RMS
FUL00295,PLT005,2024-04-26,Natural Gas,1406.38,3.823,5376.53,Ghana National Gas Company,Prestea RMS
FUL00296,PLT001,2024-04-28,Natural Gas,2161.52,3.9455,8528.22,Ghana National Gas Company,Prestea RMS
FUL00297,PLT002,2024-04-28,Natural Gas,1139.39,4.4383,5056.92,Ghana National Gas Company,Takoradi RMS
FUL00298,PLT003,2024-04-28,Natural Gas,1344.54,4.5043,6056.15,Ghana National Gas Company,Prestea RMS
FUL00299,PLT004,2024-04-28,Natural Gas,1921.89,4.021,7727.95,Ghana National Gas Company,Takoradi RMS
FUL00300,PLT005,2024-04-28,Natural Gas,816.24,4.5585,3720.79,Ghana National Gas Company,Prestea RMS
FUL00301,PLT001,2024-04-30,Natural Gas,936.98,4.3761,4100.28,Ghana National Gas Company,Prestea RMS
FUL00302,PLT002,2024-04-30,Natural Gas,1581.72,4.4065,6969.9,Ghana National Gas Company,Takoradi RMS
FUL00303,PLT003,2024-04-30,Natural Gas,1904.97,4.3167,8223.23,Ghana National Gas Company,Prestea RMS
FUL00304,PLT004,2024-04-30,Natural Gas,1585.31,4.4343,7029.81,Ghana National Gas Company,Takoradi RMS
FUL00305,PLT005,2024-04-30,Natural Gas,948.89,3.9773,3774.0,Ghana National Gas Company,Prestea RMS
FUL00306,PLT001,2024-05-02,Natural Gas,1906.86,4.045,7713.18,Ghana National Gas Company,Prestea RMS
FUL00307,PLT002,2024-05-02,Natural Gas,1730.49,4.1786,7231.04,Ghana National Gas Company,Takoradi RMS
FUL00308,PLT003,2024-05-02,Natural Gas,1649.48,4.1404,6829.51,Ghana National Gas Company,Prestea RMS
FUL00309,PLT004,2024-05-02,Natural Gas,1993.5,4.0646,8102.85,Ghana National Gas Company,Takoradi RMS
FUL00310,PLT005,2024-05-02,Natural Gas,1924.57,4.0167,7730.48,Ghana National Gas Company,Prestea RMS
FUL00311,PLT001,2024-05-04,Natural Gas,1202.25,3.8965,4684.6,Ghana National Gas Company,Prestea RMS
FUL00312,PLT002,2024-05-04,Natural Gas,1108.13,3.8956,4316.88,Ghana National Gas Company,Takoradi RMS
FUL00313,PLT003,2024-05-04,Natural Gas,1657.38,4.4097,7308.63,Ghana National Gas Company,Prestea RMS
FUL00314,PLT004,2024-05-04,Natural Gas,1096.24,3.9731,4355.48,Ghana National Gas Company,Takoradi RMS
FUL00315,PLT005,2024-05-04,Natural Gas,1574.72,4.3797,6896.75,Ghana National Gas Company,Prestea RMS
FUL00316,PLT001,2024-05-06,Natural Gas,2362.57,4.2197,9969.36,Ghana National Gas Company,Prestea RMS
FUL00317,PLT002,2024-05-06,Natural Gas,1252.8,3.8804,4861.39,Ghana National Gas Company,Takoradi RMS
FUL00318,PLT003,2024-05-06,Natural Gas,1110.59,3.982,4422.35,Ghana National Gas Company,Prestea RMS
FUL00319,PLT004,2024-05-06,Natural Gas,1087.11,3.8113,4143.32,Ghana National Gas Company,Takoradi RMS
FUL00320,PLT005,2024-05-06,Natural Gas,1654.62,4.0194,6650.66,Ghana National Gas Company,Prestea RMS
FUL00321,PLT001,2024-05-08,Natural Gas,2358.87,4.2427,10007.95,Ghana National Gas Company,Prestea RMS
FUL00322,PLT002,2024-05-08,Natural Gas,1915.87,3.901,7473.85,Ghana National Gas Company,Takoradi RMS
FUL00323,PLT003,2024-05-08,Natural Gas,2189.54,4.1927,9180.09,Ghana National Gas Company,Prestea RMS
FUL00324,PLT004,2024-05-08,Natural Gas,2196.35,4.2593,9354.81,Ghana National Gas Company,Takoradi RMS
FUL00325,PLT005,2024-05-08,Natural Gas,1551.04,4.1524,6440.5,Ghana National Gas Company,Prestea RMS
FUL00326,PLT001,2024-05-10,Natural Gas,1094.98,3.8411,4205.93,Ghana National Gas Company,Prestea RMS
FUL00327,PLT002,2024-05-10,Natural Gas,2305.7,4.1822,9642.86,Ghana National Gas Company,Takoradi RMS
FUL00328,PLT003,2024-05-10,Natural Gas,2115.39,4.1206,8716.6,Ghana National Gas Company,Prestea RMS
FUL00329,PLT004,2024-05-10,Natural Gas,918.53,4.3036,3952.95,Ghana National Gas Company,Takoradi RMS
FUL00330,PLT005,2024-05-10,Natural Gas,885.77,3.9194,3471.65,Ghana National Gas Company,Prestea RMS
FUL00331,PLT001,2024-05-12,Natural Gas,1700.54,4.0431,6875.4,Ghana National Gas Company,Prestea RMS
FUL00332,PLT002,2024-05-12,Natural Gas,2390.27,3.8948,9309.53,Ghana National Gas Company,Takoradi RMS
FUL00333,PLT003,2024-05-12,Natural Gas,2023.11,4.2851,8669.14,Ghana National Gas Company,Prestea RMS
FUL00334,PLT004,2024-05-12,Natural Gas,2065.19,3.9805,8220.59,Ghana National Gas Company,Takoradi RMS
FUL00335,PLT005,2024-05-12,Natural Gas,1636.12,4.1604,6806.93,Ghana National Gas Company,Prestea RMS
FUL00336,PLT001,2024-05-14,Natural Gas,1508.35,4.4881,6769.68,Ghana National Gas Company,Prestea RMS
FUL00337,PLT002,2024-05-14,Natural Gas,2384.05,4.0443,9641.82,Ghana National Gas Company,Takoradi RMS
FUL00338,PLT003,2024-05-14,Natural Gas,1793.64,4.2877,7690.6,Ghana National Gas Company,Prestea RMS
FUL00339,PLT004,2024-05-14,Natural Gas,1984.14,4.5581,9043.85,Ghana National Gas Company,Takoradi RMS
FUL00340,PLT005,2024-05-14,Natural Gas,1132.46,3.9688,4494.53,Ghana National Gas Company,Prestea RMS
FUL00341,PLT001,2024-05-16,Natural Gas,1856.69,3.9256,7288.71,Ghana National Gas Company,Prestea RMS
FUL00342,PLT002,2024-05-16,Natural Gas,1078.1,3.8601,4161.52,Ghana National Gas Company,Takoradi RMS
FUL00343,PLT003,2024-05-16,Natural Gas,804.28,4.1604,3346.13,Ghana National Gas Company,Prestea RMS
FUL00344,PLT004,2024-05-16,Natural Gas,1750.1,4.033,7058.17,Ghana National Gas Company,Takoradi RMS
FUL00345,PLT005,2024-05-16,Natural Gas,1170.36,4.3656,5109.28,Ghana National Gas Company,Prestea RMS
FUL00346,PLT001,2024-05-18,Natural Gas,1924.78,4.1632,8013.29,Ghana National Gas Company,Prestea RMS
FUL00347,PLT002,2024-05-18,Natural Gas,1899.82,4.5391,8623.53,Ghana National Gas Company,Takoradi RMS
FUL00348,PLT003,2024-05-18,Natural Gas,2060.52,4.3,8860.33,Ghana National Gas Company,Prestea RMS
FUL00349,PLT004,2024-05-18,Natural Gas,1857.89,4.5469,8447.7,Ghana National Gas Company,Takoradi RMS
FUL00350,PLT005,2024-05-18,Natural Gas,1480.22,4.2356,6269.69,Ghana National Gas Company,Prestea RMS
FUL00351,PLT001,2024-05-20,Natural Gas,1836.22,4.5267,8312.07,Ghana National Gas Company,Prestea RMS
FUL00352,PLT002,2024-05-20,Natural Gas,2122.61,3.8571,8187.18,Ghana National Gas Company,Takoradi RMS
FUL00353,PLT003,2024-05-20,Natural Gas,1065.48,4.0461,4311.03,Ghana National Gas Company,Prestea RMS
FUL00354,PLT004,2024-05-20,Natural Gas,1998.33,4.2554,8503.62,Ghana National Gas Company,Takoradi RMS
FUL00355,PLT005,2024-05-20,Natural Gas,1261.78,3.8995,4920.29,Ghana National Gas Company,Prestea RMS
FUL00356,PLT001,2024-05-22,Natural Gas,1901.88,4.3598,8291.79,Ghana National Gas Company,Prestea RMS
FUL00357,PLT002,2024-05-22,Natural Gas,2308.28,4.2004,9695.65,Ghana National Gas Company,Takoradi RMS
FUL00358,PLT003,2024-05-22,Natural Gas,1590.07,3.8644,6144.59,Ghana National Gas Company,Prestea RMS
FUL00359,PLT004,2024-05-22,Natural Gas,863.78,4.1456,3580.91,Ghana National Gas Company,Takoradi RMS
FUL00360,PLT005,2024-05-22,Natural Gas,1315.71,4.0003,5263.23,Ghana National Gas Company,Prestea RMS
FUL00361,PLT001,2024-05-24,Natural Gas,946.12,4.5695,4323.32,Ghana National Gas Company,Prestea RMS
FUL00362,PLT002,2024-05-24,Natural Gas,2137.53,4.2602,9106.22,Ghana National Gas Company,Takoradi RMS
FUL00363,PLT003,2024-05-24,Natural Gas,2321.26,4.5997,10677.0,Ghana National Gas Company,Prestea RMS
FUL00364,PLT004,2024-05-24,Natural Gas,1875.65,4.0156,7531.88,Ghana National Gas Company,Takoradi RMS
FUL00365,PLT005,2024-05-24,Natural Gas,864.37,4.405,3807.56,Ghana National Gas Company,Prestea RMS
FUL00366,PLT001,2024-05-26,Natural Gas,1552.8,4.3212,6709.97,Ghana National Gas Company,Prestea RMS
FUL00367,PLT002,2024-05-26,Natural Gas,2265.72,3.9452,8938.7,Ghana National Gas Company,Takoradi RMS
FUL00368,PLT003,2024-05-26,Natural Gas,1736.53,4.3078,7480.67,Ghana National Gas Company,Prestea RMS
FUL00369,PLT004,2024-05-26,Natural Gas,1586.76,3.873,6145.51,Ghana National Gas Company,Takoradi RMS
FUL00370,PLT005,2024-05-26,Natural Gas,1356.74,4.0666,5517.38,Ghana National Gas Company,Prestea RMS
FUL00371,PLT001,2024-05-28,Natural Gas,1872.21,4.4862,8399.08,Ghana National Gas Company,Prestea RMS
FUL00372,PLT002,2024-05-28,Natural Gas,1327.69,4.3549,5782.01,Ghana National Gas Company,Takoradi RMS
FUL00373,PLT003,2024-05-28,Natural Gas,1261.15,4.5562,5745.99,Ghana National Gas Company,Prestea RMS
FUL00374,PLT004,2024-05-28,Natural Gas,2101.71,4.2401,8911.41,Ghana National Gas Company,Takoradi RMS
FUL00375,PLT005,2024-05-28,Natural Gas,1527.72,4.0516,6189.73,Ghana National Gas Company,Prestea RMS
FUL00376,PLT001,2024-05-30,Natural Gas,1317.24,4.5761,6027.88,Ghana National Gas Company,Prestea RMS
FUL00377,PLT002,2024-05-30,Natural Gas,1446.68,4.2117,6092.95,Ghana National Gas Company,Takoradi RMS
FUL00378,PLT003,2024-05-30,Natural Gas,2380.99,4.3261,10300.47,Ghana National Gas Company,Prestea RMS
FUL00379,PLT004,2024-05-30,Natural Gas,1668.15,4.1306,6890.46,Ghana National Gas Company,Takoradi RMS
FUL00380,PLT005,2024-05-30,Natural Gas,1100.13,4.0894,4498.9,Ghana National Gas Company,Prestea RMS
FUL00381,PLT001,2024-06-01,Natural Gas,2010.31,4.3003,8644.99,Ghana National Gas Company,Prestea RMS
FUL00382,PLT002,2024-06-01,Natural Gas,2015.98,3.9628,7989.02,Ghana National Gas Company,Takoradi RMS
FUL00383,PLT003,2024-06-01,Natural Gas,1678.75,4.5421,7625.11,Ghana National Gas Company,Prestea RMS
FUL00384,PLT004,2024-06-01,Natural Gas,1500.99,4.3586,6542.22,Ghana National Gas Company,Takoradi RMS
FUL00385,PLT005,2024-06-01,Natural Gas,994.28,4.5785,4552.33,Ghana National Gas Company,Prestea RMS
FUL00386,PLT001,2024-06-03,Natural Gas,1774.19,3.9914,7081.57,Ghana National Gas Company,Prestea RMS
FUL00387,PLT002,2024-06-03,Natural Gas,1053.41,4.2407,4467.17,Ghana National Gas Company,Takoradi RMS
FUL00388,PLT003,2024-06-03,Natural Gas,1683.6,3.8746,6523.22,Ghana National Gas Company,Prestea RMS
FUL00389,PLT004,2024-06-03,Natural Gas,2387.61,4.5303,10816.69,Ghana National Gas Company,Takoradi RMS
FUL00390,PLT005,2024-06-03,Natural Gas,1538.32,3.894,5990.18,Ghana National Gas Company,Prestea RMS
FUL00391,PLT001,2024-06-05,Natural Gas,2131.43,4.1987,8949.24,Ghana National Gas Company,Prestea RMS
FUL00392,PLT002,2024-06-05,Natural Gas,1946.57,4.2071,8189.41,Ghana National Gas Company,Takoradi RMS
FUL00393,PLT003,2024-06-05,Natural Gas,1237.48,4.4678,5528.79,Ghana National Gas Company,Prestea RMS
FUL00394,PLT004,2024-06-05,Natural Gas,2368.39,3.995,9461.68,Ghana National Gas Company,Takoradi RMS
FUL00395,PLT005,2024-06-05,Natural Gas,1682.02,4.1069,6907.84,Ghana National Gas Company,Prestea RMS
FUL00396,PLT001,2024-06-07,Natural Gas,2274.99,4.2066,9569.96,Ghana National Gas Company,Prestea RMS
FUL00397,PLT002,2024-06-07,Natural Gas,2206.92,4.4912,9911.77,Ghana National Gas Company,Takoradi RMS
FUL00398,PLT003,2024-06-07,Natural Gas,1242.0,4.432,5504.55,Ghana National Gas Company,Prestea RMS
FUL00399,PLT004,2024-06-07,Natural Gas,1463.91,4.5474,6656.98,Ghana National Gas Company,Takoradi RMS
FUL00400,PLT005,2024-06-07,Natural Gas,1612.38,4.4564,7185.47,Ghana National Gas Company,Prestea RMS
FUL00401,PLT001,2024-06-09,Natural Gas,1252.54,4.0388,5058.81,Ghana National Gas Company,Prestea RMS
FUL00402,PLT002,2024-06-09,Natural Gas,1739.1,4.5991,7998.33,Ghana National Gas Company,Takoradi RMS
FUL00403,PLT003,2024-06-09,Natural Gas,1583.42,3.9189,6205.23,Ghana National Gas Company,Prestea RMS
FUL00404,PLT004,2024-06-09,Natural Gas,1661.73,4.0761,6773.38,Ghana National Gas Company,Takoradi RMS
FUL00405,PLT005,2024-06-09,Natural Gas,1683.07,4.2347,7127.37,Ghana National Gas Company,Prestea RMS
FUL00406,PLT001,2024-06-11,Natural Gas,1528.55,4.0574,6201.97,Ghana National Gas Company,Prestea RMS
FUL00407,PLT002,2024-06-11,Natural Gas,1101.84,4.358,4801.82,Ghana National Gas Company,Takoradi RMS
FUL00408,PLT003,2024-06-11,Natural Gas,1714.88,3.9869,6836.97,Ghana National Gas Company,Prestea RMS
FUL00409,PLT004,2024-06-11,Natural Gas,2040.87,3.8349,7826.57,Ghana National Gas Company,Takoradi RMS
FUL00410,PLT005,2024-06-11,Natural Gas,1991.53,4.3642,8691.4,Ghana National Gas Company,Prestea RMS
FUL00411,PLT001,2024-06-13,Natural Gas,2098.25,4.1089,8621.42,Ghana National Gas Company,Prestea RMS
FUL00412,PLT002,2024-06-13,Natural Gas,1861.9,4.4566,8297.74,Ghana National Gas Company,Takoradi RMS
FUL00413,PLT003,2024-06-13,Natural Gas,2369.31,4.1963,9942.25,Ghana National Gas Company,Prestea RMS
FUL00414,PLT004,2024-06-13,Natural Gas,859.23,4.2018,3610.34,Ghana National Gas Company,Takoradi RMS
FUL00415,PLT005,2024-06-13,Natural Gas,1744.29,4.4958,7841.91,Ghana National Gas Company,Prestea RMS
FUL00416,PLT001,2024-06-15,Natural Gas,2198.7,4.1522,9129.54,Ghana National Gas Company,Prestea RMS
FUL00417,PLT002,2024-06-15,Natural Gas,1641.52,4.1655,6837.82,Ghana National Gas Company,Takoradi RMS
FUL00418,PLT003,2024-06-15,Natural Gas,1955.91,4.128,8073.96,Ghana National Gas Company,Prestea RMS
FUL00419,PLT004,2024-06-15,Natural Gas,1847.65,3.9235,7249.23,Ghana National Gas Company,Takoradi RMS
FUL00420,PLT005,2024-06-15,Natural Gas,1551.18,4.5754,7097.21,Ghana National Gas Company,Prestea RMS
FUL00421,PLT001,2024-06-17,Natural Gas,1341.7,4.3542,5841.98,Ghana National Gas Company,Prestea RMS
FUL00422,PLT002,2024-06-17,Natural Gas,1839.74,4.4814,8244.63,Ghana National Gas Company,Takoradi RMS
FUL00423,PLT003,2024-06-17,Natural Gas,2163.75,4.4875,9709.77,Ghana National Gas Company,Prestea RMS
FUL00424,PLT004,2024-06-17,Natural Gas,1408.02,4.0533,5707.17,Ghana National Gas Company,Takoradi RMS
FUL00425,PLT005,2024-06-17,Natural Gas,1949.95,4.4075,8594.45,Ghana National Gas Company,Prestea RMS
FUL00426,PLT001,2024-06-19,Natural Gas,2195.81,3.8287,8407.14,Ghana National Gas Company,Prestea RMS
FUL00427,PLT002,2024-06-19,Natural Gas,909.47,4.3049,3915.2,Ghana National Gas Company,Takoradi RMS
FUL00428,PLT003,2024-06-19,Natural Gas,2273.49,4.5979,10453.37,Ghana National Gas Company,Prestea RMS
FUL00429,PLT004,2024-06-19,Natural Gas,1994.83,4.1472,8272.91,Ghana National Gas Company,Takoradi RMS
FUL00430,PLT005,2024-06-19,Natural Gas,957.51,4.307,4123.99,Ghana National Gas Company,Prestea RMS
FUL00431,PLT001,2024-06-21,Natural Gas,2196.13,4.1549,9124.79,Ghana National Gas Company,Prestea RMS
FUL00432,PLT002,2024-06-21,Natural Gas,1910.4,4.5227,8640.24,Ghana National Gas Company,Takoradi RMS
FUL00433,PLT003,2024-06-21,Natural Gas,873.59,4.4369,3876.04,Ghana National Gas Company,Prestea RMS
FUL00434,PLT004,2024-06-21,Natural Gas,1269.39,4.0999,5204.34,Ghana National Gas Company,Takoradi RMS
FUL00435,PLT005,2024-06-21,Natural Gas,1032.91,4.2249,4363.98,Ghana National Gas Company,Prestea RMS
FUL00436,PLT001,2024-06-23,Natural Gas,1705.48,4.434,7562.12,Ghana National Gas Company,Prestea RMS
FUL00437,PLT002,2024-06-23,Natural Gas,1071.97,3.8632,4141.21,Ghana National Gas Company,Takoradi RMS
FUL00438,PLT003,2024-06-23,Natural Gas,2193.34,4.2958,9422.08,Ghana National Gas Company,Prestea RMS
FUL00439,PLT004,2024-06-23,Natural Gas,1185.33,4.5303,5369.86,Ghana National Gas Company,Takoradi RMS
FUL00440,PLT005,2024-06-23,Natural Gas,1028.99,4.1689,4289.78,Ghana National Gas Company,Prestea RMS
FUL00441,PLT001,2024-06-25,Natural Gas,1206.36,4.0043,4830.58,Ghana National Gas Company,Prestea RMS
FUL00442,PLT002,2024-06-25,Natural Gas,815.04,4.4437,3621.8,Ghana National Gas Company,Takoradi RMS
FUL00443,PLT003,2024-06-25,Natural Gas,2241.94,4.3421,9734.7,Ghana National Gas Company,Prestea RMS
FUL00444,PLT004,2024-06-25,Natural Gas,1052.76,4.1534,4372.52,Ghana National Gas Company,Takoradi RMS
FUL00445,PLT005,2024-06-25,Natural Gas,1352.9,4.2701,5776.96,Ghana National Gas Company,Prestea RMS
FUL00446,PLT001,2024-06-27,Natural Gas,1822.3,4.1394,7543.31,Ghana National Gas Company,Prestea RMS
FUL00447,PLT002,2024-06-27,Natural Gas,1200.16,4.4762,5372.21,Ghana National Gas Company,Takoradi RMS
FUL00448,PLT003,2024-06-27,Natural Gas,1118.75,4.1078,4595.55,Ghana National Gas Company,Prestea RMS
FUL00449,PLT004,2024-06-27,Natural Gas,1573.13,3.9898,6276.42,Ghana National Gas Company,Takoradi RMS
FUL00450,PLT005,2024-06-27,Natural Gas,1715.08,4.2598,7305.98,Ghana National Gas Company,Prestea RMS
FUL00451,PLT001,2024-06-29,Natural Gas,2388.31,4.0362,9639.66,Ghana National Gas Company,Prestea RMS
FUL00452,PLT002,2024-06-29,Natural Gas,2364.71,4.3266,10231.12,Ghana National Gas Company,Takoradi RMS
FUL00453,PLT003,2024-06-29,Natural Gas,1239.17,4.2527,5269.87,Ghana National Gas Company,Prestea RMS
FUL00454,PLT004,2024-06-29,Natural Gas,1897.28,4.3957,8339.94,Ghana National Gas Company,Takoradi RMS
FUL00455,PLT005,2024-06-29,Natural Gas,878.47,4.2851,3764.35,Ghana National Gas Company,Prestea RMS
FUL00456,PLT001,2024-07-01,Natural Gas,1594.76,4.5233,7213.62,Ghana National Gas Company,Prestea RMS
FUL00457,PLT002,2024-07-01,Natural Gas,1257.91,4.4391,5583.97,Ghana National Gas Company,Takoradi RMS
FUL00458,PLT003,2024-07-01,Natural Gas,1771.3,4.0819,7230.19,Ghana National Gas Company,Prestea RMS
FUL00459,PLT004,2024-07-01,Natural Gas,1818.59,4.2967,7813.96,Ghana National Gas Company,Takoradi RMS
FUL00460,PLT005,2024-07-01,Natural Gas,1884.42,4.3767,8247.62,Ghana National Gas Company,Prestea RMS
FUL00461,PLT001,2024-07-03,Natural Gas,1854.69,4.4707,8291.71,Ghana National Gas Company,Prestea RMS
FUL00462,PLT002,2024-07-03,Natural Gas,1805.2,4.5227,8164.42,Ghana National Gas Company,Takoradi RMS
FUL00463,PLT003,2024-07-03,Natural Gas,1834.14,4.0471,7423.03,Ghana National Gas Company,Prestea RMS
FUL00464,PLT004,2024-07-03,Natural Gas,1505.32,4.2637,6418.17,Ghana National Gas Company,Takoradi RMS
FUL00465,PLT005,2024-07-03,Natural Gas,1971.78,3.8721,7634.94,Ghana National Gas Company,Prestea RMS
FUL00466,PLT001,2024-07-05,Natural Gas,1272.18,4.398,5595.03,Ghana National Gas Company,Prestea RMS
FUL00467,PLT002,2024-07-05,Natural Gas,1081.02,3.9057,4222.17,Ghana National Gas Company,Takoradi RMS
FUL00468,PLT003,2024-07-05,Natural Gas,1663.05,4.5772,7612.1,Ghana National Gas Company,Prestea RMS
FUL00469,PLT004,2024-07-05,Natural Gas,1649.36,4.5308,7472.9,Ghana National Gas Company,Takoradi RMS
